product,title,date,country,stars,helpful,review,language,title_sentiment,title_wc,review_sentiment,review_wc
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Ich spreche kein deutsch/Io non parlo italiano - otherwise great,2020-11-23,the United Kingdom,4,0,"Yes, the other package was damaged but it was only after I'd opened the manuals to find they were in German and Italian! Hey ho, Google to the rescue! :DThe unit itself looks in very good condition, and he cables are in their plastic, so I don't expect to have any problems.Very prompt delivery, thank you.",eng,0.15811388300841897,10,0.4401758527668109,57
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Faulty warehouse PS4 not checked by Amazon,2021-01-04,the United Kingdom,1,0,"Purchased the PS4 from Amazon Warehouse. It was advertised as being in brand new condition with a damaged box. On checking the PS4, it was clear there was a fault with the hard disc inside as the machine wouldn't boot up or reset. The power cable was also missing from the box. It is clear that the machine had not been checked by Amazon before putting on sale. No doubt the PS4 had been ordered by someone else and swapped over. Disapointing.",eng,-0.1889822365046136,7,-0.10918464948902595,82
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Like new,2020-12-29,the United Kingdom,1,0,"I bought a ps4 ""like new"" and it didn't have a power cable, the controller didn't work and scratches all over the console, I don't write anything else because they They censor my comment",eng,0.9192388155425117,2,-0.07717436331412898,34
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Great console. Fan is so quiet.,2021-03-15,the United Kingdom,5,0,Very happy with my purchase. Makes the PS4 slim look like a pile of junk.,eng,0.3276650429449553,6,0.49736056575501353,15
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,poor,2020-12-01,the United Kingdom,1,0,No plug so how we surpose to play . No hdmi lead and no controller  we require please.  Pay this amount of money should be together,eng,-0.5,1,-0.05527047472271327,25
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Misleading,2021-11-10,the United Kingdom,1,0,"Bought as very clearly advertised as a new item, on receiving is very clearly not and is refurbished.misleading by the seller",eng,-1,1,0.14126575225655635,22
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Lack of production,2021-09-02,the United Kingdom,2,0,There is no HDMI plug and no controller cable I have to bring another one instead.,eng,-0.37527767497325676,3,-0.0625,16
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Au top,2018-11-16,France,5,231,"Pour ceux qui se posent la question, le chassis G est donc bien le dernier modèle en date, c'est une CUH-7216B pour être précis.",fra,0.7071067811865475,2,0,25
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Leise PS4 Pro (CUH-7216B) mit Samsung QLED 49 Q6FN (2018) / sehr gutes Bild / Spieleempfehlungen,2018-12-25,Germany,5,193,"Lange habe ich mit dem Kauf einer PS4 Pro gezögert, da die Standard Variante in Verbindung mit einem Full HD Plasma TV gute Dienste geleistet hat. Zudem hat mich die Lautstärke bisher stark abgeschreckt, da die PS4 Pro teils einer Turbine gleich kam. Nun gibt es in der neusten Version endlich eine leise Variante, die dafür nur geringfügig heißer wird als zuvor. Nur ein geringes klackern aus der Konsole ist zu hören, was aber im Spielbetrieb kaum auffällt. Also habe ich in Verbindung mit einem QLED zugeschlagen.Das Bild in Verbindung mit ‚Horizon: Zero Dawn‘ ist wirklich brillant (SDR), obwohl die 49er Variante nur ein 50/60 hz Panel besitzt. Aber dank geringem Inputlag läuft alles super flüssig. Kontraste, Schärfe u. Farben sind echt spitze und ließen mich einige Male die Landschaft bewundern. Selbst die Schwarzwerte sind für ein Edge-Led sehr gut, aber natürlich nicht in der Klasse eines OLED. Dafür besteht keinerlei Burn-in-Gefahr. Und auch ohne Natives 4K wirkt das Bild ruhig u. klar. Der Ton für TV-Boxen ist ebenfalls top. Das einzige was bisher irritiert sind gelegentliche Verbindungsabbrüche in den ersten 10-15 Minuten, egal ob SDR oder HDR in 4 K. Nach dem einmaligen Aussetzer von 3-5 Sekunden ist aber Ruhe im Karton. Benutzt wird ein Ultra-HDTV-HDMI Kabel mit Premium Zertifizierung. Welches Glied in der Kette allerdings zickt, PS4, Kabel oder TV, ist bisher unbekannt.Update: Ich habe jetzt das HDMI Kabel gewechselt (KabelDirekt) u. größere Verbindungsabbruch ist weg, allerdings kommt es 1 oder 2 Mal noch zu kleinen Verbindungsabbrüchen von 2-3 Sek mit der Anzeige auf dem TV 'Spielemodus an /aus'.Update: Die Deaktivierung von 'HDCP' brachte eine kleine Verbesserung. Die (zwei) Verbindungsabbrüche in den ersten 10-15 Minuten bleiben zwar bestehen, aber nur noch für 1-2 Sekunden, unabhängig vom verwendeten HDMI Kabel.Trotz HDR Support bevorzuge ich die SDR Variante, da in der HDR Bilddarstellung die Bilddarstellung teils seltsam daherkommt. Beim Bewegen dunkelt das Bild leicht ab u. hellt beim Stillstand auf. Auch manche Bäume flackern teils seltsam. Alles was in der SDR Variante nicht passiert. Ob dies auch in anderen Titel der Fall ist werde ich demnächst testen.Update: Habe jetzt auch 'God of War' getestet. Mit HDR sind das Bild nochmals brillanter aus, ABER auch hier flackern manche Texturen (große Embleme, Grastexturen) wieder wie bei 'Horizon: Zero Dawn', und das unabhängig von 1080p oder 4 K. Das ist echt ein Jammer. Da hilft nur die Fehler ignorieren oder in den guten SDR Modus schalten, wo diese Fehler wieder nicht auftreten.Was ich außerdem noch anmerken wollte, das God of War im 1080p Modus nur geringfügig schlechter aussieht als mit Checkerboard-4K. Der 'Hohe Framerate' Modus mit bis zu 60 fps ist daher die erste Wahl. 'Horizon: Zero Dawn' profitiert allerdings gut von der höheren Auflösung, da Objekte im Hintergrund weniger Kantenflimmern zeigen.Update: HDR Problem gelöst! Da die SDR Settings nicht für HDR übernommen werden, war die Schärfe in HDR noch auf 10 statt 0. Kleine Änderung, große Wirkung. Ohne zusätzliche Schärfe treten die Darstellungsfehler nicht mehr auf. :-)Software sells Hardware, das sollte bisher jeder verstanden habe. Und da bietet Sony einfach spitzenmäßige Exklusivtitel, welche die Fähigkeiten der PS4 Pro mit verschiedenen Einstellungsmöglichkeiten optimal ausreizt. Sei es der Boost-Modus, der Spiele mit schwankender Bildrate optimiert, 60 fps Mode, hohe Auflösung oder ein Qualitätsmodus mit besonderen Effekten in Full HD. Was genau unterstützt wird, hängt natürlich von den Entwicklern ab.Starke Exklusivtitel: God of War, Uncharted 4, Uncharted: The Lost Legacy, Horizon: Zero Dawn, Ratchet & Clank, Persona 5, Days Gone, Shadow of the Colossus, Spiderman, Bloodborne, Detroit: Become Human, Ni No Kuni 2, The Last Guardian, The Last of Us: Remastered, God of War 3: Remastered, Uncharted: The Nathan Drake Collection, Catherine: Full Body, Dragon Quest Builders 1+2, Journey // Download only: Castlevania Requiem, Vane, Heavens VaultSony VR: Astro Bot Rescue Mission, FarPoint VR, Blood & Truth, Beat Saber, Tetris Effect, Observation, Table of Tales: The Crooked CrownVielversprechende Exklusivtitel in 2019/2020: The Last of us Part 2, Final Fantasy 7 Remake, Death Stranding, Ghost of Tsushima, Dreams (Editor)Genialer Multiplayerspaß mit Freunden auf der Coach: Towerfall Ascension (genial!), Badland, Worms: Battleground, BroForce, Overcooked, Trials Fusion, SkyForce reloaded u. aktuell 'Crash Team Racing': Nitro Fuelded'Empfehlenswerte Multiplattformtitel:Adventure / RPG: Red Dead Redemption 2, The Division 2, Assassins Creed: Odyssey, The Witcher 3: GOTY Edition, Monster Hunter World: Iceborne, Sekiro: Shadows Die Twice, Kingdom Hearts 3, Greedfall, Batman: Arkham Knight, South Park: Die rektakuläre Zerreißprobe, Shadow of the Tomb Raider, Rise of the Tomb Raider, Dark Souls: Remastered, A Plague Tale: Innocence, Deponie: Doomsday, Final Fantasy X / X-2 Remaster, Final Fantasy XII: The Zodiac Age, The Elder Scrolls online: Elsweyr, Divinity: Original Sin 2, Skyrim: RemasteredAction / Shooter: Borderlands 3, Doom, Wolfenstein 2, Nier: Automata, Metro Exodus, Control, Rage 2Horror: Resident Evil 2 remastered, The Evil Within 2Strategie: XCOM 2, Age of Wonders: Planetfall, Shadow Tactics: Blades of the Shogun, Mutant Zero: Road to Eden, Valkyria Chronicles 4Rennspiele / Sport: Dirt Rally 2.0, Wreckfest, Crash Team Racing: Nitro Fueled, eFootball: PES 2020, F1 2019Sonstiges: Hellblade: Senua’s Sacrifice, Spyro: Reignated Trilogy, Crash Bandicoot: N. Sane Trilogy, Mortal Kombat 11, Bloodstained: Ritual of the Night, Ace Combat 7: Skies  Unknown, Samurai ShowdownDownload only: 'Song of the deep' u. ABZU', zwei wunderbare Titel. Weitere Empfehlungen: Monster Boy and the Cursed Kingdom, Mark of the Ninja Remastered, Thronebreaker: The Witcher Tales, Wargroove, Unruly Heroes, Ghost of a Tale, Fell Seal: Arbiter’s Mark, Sea of Solitude, Blazing Chrome, Blasphemous, River City Girls, Torchlight II,Vielversprechende Erscheinungen in 2019/2020: Doom Eternal u. Cyberpunk 2077Fazit: Sony begeistert mit spitzenmäßigen Exklusivtiteln, welche sich mit der PS4 Pro noch mehr genießen lassen. Auch die Menüführung gefällt mir weiterhin sehr gut. Ohne einen 4K TV würde ich meine ‚alte‘ PS4 allerdings nicht in Rente schicken. Aber alle Neukäufer sollten den Aufpreis nicht scheuen, besonders wegen der verbesserten Lautstärke in der aktuellen Version. ABER: Der Unterschied von Checkerboard-4K zu 1080p hält sich meist in Grenzen, zumindest auf einem 49 Zoll TV. Ist aber auch etwas spielabhängig. Für Spiele wie 'Horizon: Zero Dawn' mit weiten Landschaften u. vielen Objekten im Hintergrund sorgt die höhere Auflösung jedoch für weniger Kantenflimmern.Für ein optimales VR Erlebnis sollten Neugierige ebenfalls zur PS4 Pro greifen, die genau genommen sogar hier für entwickelt wurde, um mit mehr Leistung eine bessere Immersion zu ermöglichen. Und mit ‚Astro Bot, Rescue Mission‘ hat Sony endlich ein Spiel erschaffen, dass dem vollen Potenzial der virtuellen Realität gerecht wird.Und hier noch mal ein Hinweis zum Samsung Q6FN (2018): Die 55“ Variante verfügt über ein natives 100hz Panel u. einem Auto Motion Plus Modus für Spiele, der 30fps Games wie 60fps Games erscheinen lässt. Zudem sorgen die 100hz für eine verbesserte Bewegungsschärfe. Optimal ist allerdings nur eine direkte Sitzposition vor dem Gerät, ansonsten verblassen die Farben wegen dem VA Panel sehr stark. Das gleiche gilt übrigens für das etwas günstigere Modell ‚Nu 8009‘, das nur geringfügig vom QLED abweicht. Sonstige Optionen wären der Sony XF 8096 (IPS, 50/60hz), der Sony XF 8596 (IPS, 100hz – auch 49“), der Panasonic FXW724 (IPS, 50/60hz), in der High End Klasse der Sony XF 9005 (100hz) mit Full Array Local Dimming oder der LG OLED B8/C8.Bildeinstellungen Q6FN 49“: deaktivierte Ecofunktionen, aktivierter Spielemodus; Hintergrundlicht: 40 (SDR) / 50 (HDR) / Helligkeit: 0 / Kontrast: 40 / Schärfe: 0 (!!) / Farbe: 30 (SDR), 25 (HDR) / Farbton G/R: 0 / Bildeinstellung: Anwendung: Alle Quellen; Digital aufbereiten: aus / Auto Motion Plus: aus / Lokales Dimming: Hoch / Kontrastverbesserung: gering / Farbton: Warm 1 / Gamma: ST 2084 (HDR) – ST 1886 (SDR) – automatische Einstellung; +1 / Nur RGB Modus: aus / Farbraumeinstellungen: Auto – in Nativ gibt es sehr intensive Farben - Geschmacksache",deu,0.2672612419124244,14,-0.10056813733958711,1211
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,PS4 PRO 1TB,2018-11-23,Germany,5,113,Super Teil! Dank Black Friday zum günstigen Preis erhalten. Ist sogar die neue Version CUH-7216B,deu,0.5773502691896258,3,3.9327455899749547e-4,16
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,PS4 Pro 7216B = Mangelhaft,2019-01-26,Germany,1,71,"Hab bei 3 verschiedenen Shops mir die PS4 Pro gekauft 7216B. Alle mussten zurück. Alle machten Netzteil Geräusche. Sobald man ein Spiel mit Pro Patch anmacht und die Belastung steigt hört man die PS4 rattern und brummen im Netzteil Bereich. Also musste ich bei meiner alten ganz ersten PS4 bleiben, pure Enttäuschung. Hab mich entschieden auch nie wieder eine Konsole zu kaufen auch wenn die PS5 kommt. Ich steige auf PC um, hab ihn mir schon zusammen geschraubt. Nur schade um die ganzen exklusiv Titeln.",deu,0.5,4,-0.03496462163897637,84
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Super Spielekonsole :-),2019-06-26,Germany,5,49,"Ich habe die PS4 Pro schon über 1 Jahr und der Umstieg von der normalen PS4 auf die Pro lohnt sich!!!Ich werde mal die Vor- und Nachteile der PS4 Pro mal aus meiner Sicht zusammenfassen.Pro:- Bessere Grafik (2k QHD - 4k Ultra HD)- 2,3 mal schnelleren Grafikchip- CPU hat mehr GHz = mehr Leistung- Mehr Arbeitsspeicher- 60 fps statt 30 fps- Stylisches Design- Menüführung während des Spiels ist flüssiger- Genug USB-Ports für z.B. eine externe Festplatte anzuschließen- Lüftung ist fast immer leise- Viele ExklusivtitelKontra:- Lüftung wird laut, aber selten (z.B. Bei Fortnite, wo der Charakter in der Lobby steht)- Interne Festplatten nur bis 3 TB (Ab 4 TB sind die Festplatten zu hoch)",deu,0.5303300858899106,2,0.13495864094170423,110
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Flüsterleise? Nein!,2018-11-24,Germany,4,62,"Hallo,weil alle so von dieser Revision (7216b) geschwärmt haben, dachte ich mir diese gegen meine 7116b zu tauschen.Nach dem anschließen dann die Ernüchterung. Die Lichtleiste ist sehr ungleichmäßig ausgeleuchtet und die Lautstärke meiner Meinung nach auch nicht viel leiser als bei der vorherigen Revision (getestet an RDR2 und an Fifa 19 im Karrieremodus bei den Verhandlungen).Was mir bei dieser auffällt, sie brummt und rattert.Die PS4 Pro ist dennoch eine Top Konsole.Ich behalte das Vorgänger Modell, welches mir allein Optisch wegen der Lichtleiste besser gefällt.",deu,0,2,-0.030978410511241845,88
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,"Le meilleur de la Playstation, en attendant la Playstation 5 !",2018-12-27,France,5,60,"Je suis ravi de mon achat, je me suis en effet séparé de ma Playstation Slim 500 Go Blanche après de bons et loyaux services, au profit de cette console mid-gen et je ne le regrette pas du tout !De plus, celle que j’ai reçu est bien la dernière révision de la PS4 Pro c’est à dire la « CHU-7216B » soit le châssis G pour les initiés (embarquant vraisemblablement le ventilateur Nidec plus récent).C’est d’ailleurs la même série de PS4 Pro qui est vendue en bundle avec le jeu Red Dead Redemption 2.Il en resulte une console ultra silencieuse ! C’est bien simple, c’est le jour et la nuit avec mon ancienne PS4 Slim qui ventilait énormément dès qu’un jeu sollicitait beaucoup de ressources. Avec cette PS4 Pro, même durant des jeux tels que Shadow of The Tomb Raider, God of War, Spiderman, Detroit - Become Human, Uncharted 4, Hellblade - Senua’s Sacrifice... , la console ne s’emballe pas du tout et reste parfaitement discrète. J’ai bien relevé un dégagement de chaleur à l’arriere de la console mais très honnêtement pas plus que ma précédente PS4 Slim.Aujourd’hui je suis entièrement satisfait de mon achat et je remercie Amazon pour son service de livraison car elle m’a été livrée bien emballée et protégée (remise en main propre contre signature pour plus de sécurité), mais aussi surtout de s’être aligné sur la concurrence avant Noël.Car non content de l’avoir acheté à 299 €, en ayant revendu parallèlement ma PS4 Slim, la PS4 PRO m’aura coûté finalement moins de 150 €, une super affaire ! :-)",fra,0.13333333333333333,9,0.09187880517160661,271
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Bruit,2018-12-05,France,2,70,Pour les gens qui veulent changer leurs ancienne PS4 pour avoir moin de bruit passer votre chemin...,fra,0,1,0,17
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Silencieuse mais plus chaude,2019-01-18,France,4,45,"J'ai commandé cette version G de la PS4 pro car elle est réputée plus silencieuse face aux anciens chassis plus bruyant. Il faut reconnaitre que cette nouvelle version est bien plus silencieuse, pas au niveau d'une Xbox mais elle est discrète.Par contre elle tourne plus chaud. Plus chaud que mon ancienne PS4 d'origine (FAT), à tel point que je ne suis pas très confiant vis à vis de son emplacement dans un meuble en bois ou elle à 12cm de hauteur pour respirer mais pas de coté ni de fond ouvert. Elle m'a d'ailleurs gratifié de 2 thermal shutdowns en 1 mois !Pour minimiser l'impact négatif que peut avoir ce genre de température, j'ai surélevé ma PS4 Pro de 1cm avec 4 bouchons plastiques de bouteille de thé glacé noir qui sont donc invisibles. Cela permet de laisser un flux d'air plus ""frais"" sous la console. Du coup le bois sous la console ne monte plus à des températures dingues et reste tempéré.Vu que nous sommes en hiver, je ne suis pour le moment pas trop inquiets mais pour prévenir les chaleurs d'été je vais percer le fond du meuble et insérer un ventilateur USB pas trop bruyant avec réglages de vitesse et mode OFF que j'activerai sur les jeux utilisant la 4K HDR qui pousse la console à très haute température.Finalement j'aurais préféré une PS4 Pro plus bruyante... avec mon système 5.1 j'aurais même pas entendu le ventilateur tourner.Je recommande mais ayez un meuble a fond ouvert et surélevez votre console, elle chauffe dur !",fra,0,4,0.14013246744418967,255
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,"Ja, sie ist wirklich sehr leise!",2018-12-15,Germany,5,42,Über die PS4 Pro ist sicherlich schon alles gesagt worden. Dies hier ist das aktuellste Modell CUH-7216B. Sie steht bei mir in einem geschlossen Regalfach mit zweifelhafter Belüftung und im Gegensatz zu meiner alten Playstation 4 (startender Hubschrauber) auch unter Volllast exterm leise. In einigen Foren wird ein störendes Spulenfiepen bemängelt. Das kann ich nicht bestätigen. Sicherlich das beste Modell bis jetzt.,deu,0,6,-0.06234580905731847,62
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Probleme mit 4K- und HDR-TVs,2018-12-19,Germany,1,38,"Kann die Konsole nicht wirklich empfehlen. Ca. alle 15 Minuten wird das Bild für ca. 10 Sekunden komplett schwarz und auch der Ton ist weg. Dies geschah auch schon bei meinem ersten Test mit der 71er-Revision. Dabei ist es egal welche Kabel und Einstellungen man an der Konsole und/oder am TV vornimmt (HDR ein/aus, HDCP ein/aus, YUV/RGB, Automatisch an/aus etc..)Allem Anschein nach ist dieses Problem weit verbreitet und bei Sony bekannt; nur kümmert es dort allem Anschein nach niemanden. Denn warum sonst sollte man von Revision zu Revision ein Problem mitschleppen? Auch noch eins welches nun schon seit Jahren existiert. (die Foren-Einträge bei mir waren von 2016! - mit Samsung, LG, Sony...)Hab mir nun eine Xbox One X geholt und seit ca. einer Woche 'Dauer-Einsatz' Null Probleme.",deu,0,6,-0.1789298286415716,133
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,"Für unempfindliche Akustikgemüter empfehlenswert, ich gehöre leider nicht dazu...",2019-08-06,Germany,1,26,"Hatte gehofft, zumindest an einem Full-HD Screen mit dieser Konsole meine erwünschte ""Konsolenruhe"" zu haben. Bis zum Starten eines Spieles ist dem vollumfänglich so gewesen. Lüfter im Home-Menü kaum bis gar nicht wahrnehmbar. Sobald ich ein Spiel gestartet habe fängt es leider an zu Rattern und Summen, ähnlich wie bei einem fehlerhaften/minderwertigen Netzteil. Und das war noch nicht alles: Im Ladebildschirm bzw. bei Ladevorgängen kam noch ein extrem merkwürdiges Quietschgeräusch (in etwa so wie ein analoges Internetmodem!) für die Zeit des Ladens hinzu...hmmEcht schade, das Lüftergeräusch an sich war sehr angenehm und unauffällig, sogar besser als bei meiner PS4-Slim.Und das die komischen Zusatzgeräusche auch bei einem ""primitiven"" 1080p Screen auftreten, hätte ich so nicht gedacht. Für mich sind diese ""Störgeräusche"" leider nicht hinnehmbar, sodass ich mein Eintageskapitel Pro-Version auch schon wieder schließen kann. Das macht dann insgesamt meine Slim von der Geräuschkulisse her besser.(Der Vibrationsmotor des mitgelieferten DS4 machte zudem laute Geräusche, so auch noch nicht erlebt, war für mich anfänglich aber nur ne Randnotiz war, da es mir in erster Linie erstmal auf das Konsolenbetriebsgeräusch ankam.)Jetzt warte ich halt bis zum Herbst und kaufe mir lieber noch eine Ultra-Slim (mit vorauss. 7nm Technik) dazu.Nachtrag vom 03.12.: Gibt wohl keine neue PS4 Revision mehr, hatte mich auf einige Analysten verlassen, die das im Laufe des Jahres prognostizierten. Ich hab mir jetzt einfach mal eine Designedition der PS4 pro bestellt, keine Ahnung ob die nun weniger Störgeräusche macht. Werde mir dieses Mal mehr Zeit lassen und mehrere Spiele testen. Vielleicht gibt es ja doch noch mein persönliches Happy End der PS4 Ära :-), mal schauen!Wer unempfindlich auf hier beschriebene Geräusche reagiert, bzw. wen das nicht juckt, macht mit dieser Version sicher nichts falsch. Das eigentliche Lüfterrauschen war leise, wem es nur darauf ankommt kann bedenkenlos zugreifen. Ich habe leider das Rattern/Summen etc. vom Spielort durchgehört.",deu,0,9,-0.028970931132237854,315
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Ja dass ist die (CUH-7216B) 😋,2019-01-19,Germany,5,27,"Also was muss ich noch schreiben ?Top Produkt pünktlich mit eveningexpress geliefert.Super leise und Hammer geile Grafik, ich habe die PS4 PRO gekauft weil meine slim ab und zu Probleme hat, und weil er sich anhört wie ein Düsenjäger,😂  deswegen habe ich mir auch die PS4 PRO gekauft alles kam an Headset, Handbuch,Controller,hdmi und Netzkabel kam an.Dass ist auch die aktuelle neue PS4 PRO vom Oktober 😊Und dass rattern oder knistern stört mich nicht Hauptsache es läuft 😉Wie gesagt 5 Sterne.",deu,-0.3061862178478973,6,0.1895090611775141,84
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Nickel,2018-12-03,France,5,45,"Achat pour fils, il est ravi et bravo à Amazon pour avoir préciser le type de chasis, la plupart des grandes enseignes spécialisées ne sont même pas au courant...",fra,0,1,0.18569533817705186,29
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,SI è Ps4 pro ma non mi è stato recapitato l'ultimo modello !!,2019-04-15,Italy,3,20,"Salve, la consegna è stata celere e perfetta, nulla da dire se non che il modello in questione non è l'ultimo con lo chassis Gamma ma bensì lo chassis B, il che mi ha fatto storcere un po il naso in quanto pagata a prezzo della nuova versione e spacciata per "" la versione più recente  e anche da amazon. Deluso a metà .. anche se questa si comporta sicuramente meglio della mia ps4 pro lancio che ahimè aveva il lettore blu- ray andato .",ita,0.2886751345948129,12,0.04906666408653603,82
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Kaum 4k eher 2K & Schrott-WIFI-Chip,2019-07-27,Germany,3,13,"►Lieferumfang◄ ▪1x PS4 Pro, 1x Dualshock4-Controller, 1x Mono-Headset,1x HDMI-Kabel►Performance◄■CPU■ ▪Die CPU arbeitet statt mit 1,6 GHz ( normale PS4) nun mit 2,1 GHz TROTZDEM laggt die Pro teilweise sekundenlang, ja man kann ein Spiel spielen streamen und ein Aufnahme gleichzeitig machen, aber dann muss man auch mit solchen Verzoegerungen rechnen■GPU■ ▪Die Grafikkarte der Pro ist mit 4,2 TFlops  2,5 mal so stark, wie die der  normalen PS4 mit 1,84 TFlops,die Grafik sieht für einen Otto-Normal-Gamer wahrscheinlich nicht viel anders aus,4K Grafik ist sowieso nur Marketing und sehr unreleastisch mit dieser Konsole,die ganzen Games die ich bisher gezockt habe,werden auf der Pro in 1440p (2K) mit 60FPS hochgeboostet■RAM■ ▪Der Pro stehen 8,0 GByte GDDR5 + 1,0 GByte DDR3 Arbeitsspeicher zur Verfügung,der 1GB zusätzliche RAM ist vor allem für weitere Anwendungen wie eine Streaming-App gut,da so die restlichen 8GB RAM vollkommen für das Spiel genutzt werden können■WIFI■  ▪Der WIFI-Chip ist ABSOLUTER Müll! Genauso wie bei der Launch PS4 und der Slim die ich hatte. Ich sitze 10 Meter vom Modem entfernt eine Holztür dazwischen und Verbindungsabbrüche stehen an der Tagesordnung!  Wie kann es sein, dass mein Handy,Tablet und Laptop zu 99% eine stabile Verbindung haben und die PS4 Pro nicht?? Wir haben 100k Down Und 40 Up,meine anderen Geräte kriegen davon meist 80 Down und 30 Up, die PS4 Pro, aber teilweise 20 Down und 1 Up,das ist ein Witz ständig laggt man,fliegt aus der Party oder Stream bricht ab!Statische IP,DNS und Port-Forwarding haben nichts gebracht. Bin ich froh,wenn ich über LAN zocken werde in Zukunft.■Live-Streaming■  ▪Die Pro kann mit bis zu 1080p60  einen Livestream broadcasten, die normale PS4 kann maximal 720p60■Gameplay Recording & Screenshots■ ▪Die Pro macht Videoaufnahmen  in 1080p (30 oder 60 FPS bin mir nicht sicher) ▪Screenshots sind in bis zu 4k machbar (Am besten das Dateiformat von JPEG auf PNG umstellen)►Design◄■Maße & Gewicht■ ▪Die Pro ist 295 x 55 x 327 mm (BxHxT) groß und wiegt 3,3 kg, zum Vergleich die PS4 Slim ist 265 x 39 x 288 mm (BxHxT)  groß und wiegt 2,1 kg(Anschlüsse) ▪Die Pro verfügt über 3x USB 3.1 Gen1 und 1x AUX Port, der 3.Port befindet sich auf der Rückseite,mit 3 USB-Ports hat die Pro einen mehr als die Slim,ausserdem steht noch eine OpticalOut-Port zur Verfügung►Lautstärke & Wärmeentwicklung◄ ▪Von der Lautstärke her tut sich nicht viel, im Menü ohne Spiel ist sie leise, im Spiel kann sie gerne mal aufdrehen, ich zocke eh auf Kopfhörern also ist mir das egal. ▪Meine Pro steht unterm Schreibtisch und hat nach hinten fuer die Lueftung 20cm Platz und oben und unten auch, es wird nicht die ganze Konsole heiss, sondern speziell hinten ich denke mal wo die Grafikkarte und das Motherboard sitzen, Eier braten kann man drauf aber wohl nicht.Zumindest kann man nebenbei ein kleines Zimmer mit der Pro mitheizen  :p►Fazit◄ ▪Die Pro kann vor allem durch mehr Grafikpower, sowie höherauflösende Streams und Videoaufnahmen glänzen.Für alle die noch im Jahr 2019 in die PS4-Era einsteigen wollen und aktuellere Spiele spielen möchten, ist die Pro eine gute Wahl.Jedoch sollte man beachten ,dass, wenn man über WIFI Spielen will, die PS4 Pro für graue Haare sorgen kann,Ich werde diese Review aufm Laufenden halten,danke fürs Lesen,Ich hoffe Ich konnte Dir weiterhelfen.",deu,0,7,-0.0030996499581062696,546
CONSOLE PS4 1To PRO G BLACK - PS4 nvlle ref,Perfecta,2019-09-07,Spain,5,12,"Es la buena, modelo 7216B.No hace ruido ni se calienta en exceso.A mi parecer, es la mejor consola que hay en todos los sentidos.Viene con un mando y un auricular sencillo.La resolución en una tele 4k de 50"" es perfecta, comparada con la Switch, por ejemplo, PS4 es mucho mejorEn concreto el Gran Turismo es espectacular, este juego no existe para la Switch, como la mayoría de juegos. El catálogo de ps4 es enorme y de calidad, en cambio, Nintendo a penas tiene juegos, y los que hay, exceptuando Mario, son malos y caros (hemos devuelto una Switch por ese motivo, no nos ha gustado nada, y para portable ya está la tablet)El mando funciona muy bien.Hay juegos buenos y baratos (habrá de todo, pero he comprado varios muy buenos en torno a los 20 euros, incluso alguno reaconcidionado)Lo que no me ha gustado:-El tiempo de espera a que instale y actualice los juegos.-El menú al encender la consola, me ha costado encontrar el apagado, y te pierdes entre tantas aplicaciones que no interesan. Será cuestión de acostumbrarme. Tampoco sabía cómo sacar la bandeja para meter el CD... Y solo hay que meterlo en la ranuraLa mía no tenía promoción de ningún tipo, pero tras haber tenido que devolver una averiada de las de la promoción de 20€, ya no he vuelto a comprar la del otro enlace, por si acaso.",spa,0,1,-0.021418347467389878,237
